city,menuItemName,menuItemDescription,menuItemCurrentPrice,menuItemImageUrl,menuItemCategory,menuItemAverageRating,menuItemRatingCount,restaurantName,restaurantDescription
Houston,Large Poké Bowl,Choice of 4 proteins and 2 sides.,$17.95,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/411f6ed4-d96d-4751-a76d-3c83fff8acea-retina-large-jpeg",Create Your Own Poké,4.70322608947754,310,Local Poke-w34th,"Poke, Hawaiian"
Houston,Bowl Irish Potato Soup ,"Once a soup du jour, our creamy Irish Potato Soup has returned to our menu. Raise your spoon to potatoes, milk, sweet cream, sour cream, onions and carrots with a cheddar base in a savory chicken stock. 		",$7.71,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/96f415b7-9e77-4bb3-a12c-aeced8842c48-retina-large.jpg",SOUPS               ,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Beefeater Regular,"1/2 pound of hot roast beef, provolone, mayo, toasted on New Orleans French bread. Served with a cup of au jus. Served with chips or baked chips (150/100 cal) and a pickle (5 cal). ",$13.79,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/9d6324fb-7ae4-4e75-9ec5-d339a78e7603-retina-large.jpg",FAMOUS FAVORITES    ,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Reuben The Great Regular,"1/2 pound of hot corned beef, Swiss, sauerkraut, 1000 Island dressing, grilled on marbled rye. Served with chips or baked chips (150/100 cal) and a pickle (5 cal). ",$15.08,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/8187eada-9773-4725-ae30-9de3f159296c-retina-large.jpg",FAMOUS FAVORITES    ,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Beefeater (Manager's Special),"A half sandwich served with your choice of a cup of soup, fresh fruit or Mac & Cheese. Hot roast beef, provolone, mayo, toasted on New Orleans French bread. Served with a cup of au jus.",$14.03,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/9d6324fb-7ae4-4e75-9ec5-d339a78e7603-retina-large.jpg",FAMOUS FAVORITES    ,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Reuben The Great (Manager's Special),"A half sandwich served with your choice of a cup of soup, fresh fruit or Mac & Cheese. Hot corned beef, Swiss, sauerkraut, 1000 Island dressing, on toasted marbled rye.",$14.03,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/8187eada-9773-4725-ae30-9de3f159296c-retina-large.jpg",FAMOUS FAVORITES    ,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Hot Pastrami Sandwich	Regular,"1/2 pound of hot pastrami. Gluten-free bread, select your spreads and dress it up. Also served with chips or baked chips (150/100 cal) and a pickle (5 cal).",$13.56,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/fdf161ff-18b1-4ecc-87d6-cfacf7c4b12c-retina-large-jpeg",FAMOUS FAVORITES    ,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,The New York Yankee Regular,"3/4 pound combo of hot corned beef and pastrami, Swiss on toasted marbled rye. Served with chips or baked chips (150/100 cal) and a pickle (5 cal). ",$16.84,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/5037f63a-4f95-414e-8de3-e57c4473bddf-retina-large.jpg",FAMOUS FAVORITES    ,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Reuben The Great with Pastrami Regular,"1/2 pound of hot pastrami, Swiss, sauerkraut, 1000 Island dressing, on toasted marbled rye. Served with chips or baked chips (150/100 cal) and a pickle (5 cal).",$15.08,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/c5446d50-f089-42ed-b990-7809e02ebb2b-retina-large-jpeg",FAMOUS FAVORITES    ,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Steak Po'boy Regular,"Sirloin steak cooked medium,* spicy piquillo pepper relish, provolone, shredded lettuce, Roma tomato, mayo toasted New Orleans French bread. Served with chips or baked chips (150/100 cal) and a pickle (5 cal).		",$13.79,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/041bd20d-ad49-44d4-89eb-9a320dad44e3-retina-large.jpg",FAMOUS FAVORITES    ,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Reuben The Great with Pastrami (Manager's Special),"A half sandwich served with your choice of a cup of soup, fresh fruit or Mac & Cheese. Hot pastrami, Swiss, sauerkraut, 1000 Island dressing, on toasted marbled rye.	",$14.03,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/c5446d50-f089-42ed-b990-7809e02ebb2b-retina-large-jpeg",FAMOUS FAVORITES    ,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Hot Corned Beef Sandwich Regular,"1/2 pound of hot corned beef. Your choice of bread, topped the way you like it. Also served with chips or baked chips (150/100 cal) and a pickle (5 cal). Click Customize to select your sandwich toppings.",$13.56,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/9471644b-026f-4619-9e0f-6a01f2c96ce5-retina-large-jpeg",FAMOUS FAVORITES    ,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Hot Pastrami Sandwich (Manager's Special),"A half sandwich served with your choice of a cup of soup, fresh fruit or Mac & Cheese. Name your bread, select your spreads and dress it up.",$14.03,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/fdf161ff-18b1-4ecc-87d6-cfacf7c4b12c-retina-large-jpeg",FAMOUS FAVORITES    ,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,The New York Yankee (Manager's Special),"A half sandwich served with your choice of a cup of soup, fresh fruit or Mac & Cheese. Hot corned beef and pastrami, Swiss on toasted marbled rye.",$14.03,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/5037f63a-4f95-414e-8de3-e57c4473bddf-retina-large.jpg",FAMOUS FAVORITES    ,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Steak Po'boy (Manager's Special)       ,"A half sandwich served with your choice of a cup of soup, fresh fruit or Mac & Cheese. Sirloin steak cooked medium,* spicy piquillo pepper relish, provolone, shredded lettuce, Roma tomato, mayo, on toasted New Orleans French bread.",$14.03,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/041bd20d-ad49-44d4-89eb-9a320dad44e3-retina-large.jpg",FAMOUS FAVORITES    ,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Hot Corned Beef Sandwich (Manager's Special),"A half sandwich served with your choice of a cup of soup, fresh fruit or Mac & Cheese. Name your bread, select your spreads and dress it up.",$14.03,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/9471644b-026f-4619-9e0f-6a01f2c96ce5-retina-large-jpeg",FAMOUS FAVORITES    ,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Club Royale Regular,"Nitrite-free smoked turkey breast and ham, bacon, Swiss, cheddar, leafy lettuce, tomato, honey mustard, on a toasted croissant. Served with chips or baked chips (150/100 cal) and a pickle (5 cal).",$12.51,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/a53ada92-43ef-4888-9327-deac895030ec-retina-large.jpg",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,California Club Regular,"Roasted turkey breast, bacon, Swiss, guacamole, tomato, organic field greens, mayo, on a toasted croissant. Choice of one side: fresh fruit, steamed veggies, baked chips or blue corn chips with salsa.	",$12.51,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/20ecb960-e0ad-4bd8-ba2b-7ae9e626945a-retina-large.jpg",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Deli Club Sandwich Regular,"Nitrite-free ham, roasted turkey breast, bacon, cheddar, Swiss, leafy lettuce, tomato, mayo, toasted multigrain wheat. Served with chips or baked chips (150/100 cal) and a pickle (5 cal).		",$11.81,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/ee9f0ae7-cfcb-4916-8366-335539ec1cde-retina-large-jpeg",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Santa Fe Chicken Sandwich Regular,"Grilled, 100% antibiotic-free chicken breast, bacon, Swiss, guacamole, tomato, 1000 Island dressing, on toasted multigrain wheat. Served with chips or baked chips (150/100 cal) and a pickle (5 cal). ",$11.45,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/95e47fa8-8992-4413-bf5a-6b707791db87-retina-large.jpg",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,California Club (Manager's Special),"A half sandwich served with your choice of a cup of soup, fresh fruit or Mac & Cheese. Roasted turkey breast, bacon, Swiss, guacamole, tomato, organic field greens, mayo, on toasted croissant.",$12.51,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/20ecb960-e0ad-4bd8-ba2b-7ae9e626945a-retina-large.jpg",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Club Royale (Manager's Special),"A half sandwich served with your choice of a cup of soup, fresh fruit or Mac & Cheese. Nitrite-free smoked turkey breast and ham, bacon, Swiss, cheddar, leafy lettuce, tomato, honey mustard, on a toasted croissant.",$12.51,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/a53ada92-43ef-4888-9327-deac895030ec-retina-large.jpg",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Chicken Panini Regular ,"Grilled, 100% antibiotic-free chicken breast, provolone, pesto aioli, Roma tomatoes, organic spinach, on sourdough bread. Served with chips or baked chips (100/150 cal) and a pickle (5 cal).",$12.04,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/ee5e2d9e-c848-40ec-9b84-4aad19cd307a-retina-large.jpg",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Amy's Turkey-O Regular,"Roasted turkey breast, sliced avocado, jalapeño pepper jack, red onions, Roma tomatoes, leafy lettuce, stone-ground mustard, on a toasted everything bun. Served with chips or baked chips (150/100 cal) and a pickle (5 cal). ",$9.47,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/f31f1107-cb65-4f64-ab8f-c6f6ec2b4570-retina-large.jpg",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Bigger Better BLT Regular,"Bacon, leafy lettuce, Roma tomatoes, fresh-cracked egg,* mayo, avocado slices, toasted multigrain wheat. Served with chips or baked chips (150/100 cal) and a pickle (5 cal). 		",$10.05,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/a2d26a9e-cf44-4de9-97ec-07044794ef47-retina-large.jpg",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,The Carmela Regular   ,"Three meats - salami, pepperoni, nitrite-free ham - with melted provolone, spicy piquillo pepper relish, mayo, on toasted sourdough. Served with chips or baked chips (100/150 cal) and a pickle (5 cal).",$10.99,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/012d896c-7b1a-4977-a952-8353e5dce4ab-retina-large.jpg",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Deli Club (Manager's Special),"A half sandwich served with your choice of a cup of soup, fresh fruit or Mac & Cheese. Nitrite-free ham, roasted turkey breast, bacon, cheddar, Swiss, leafy lettuce, tomato, mayo, toasted multigrain wheat.",$12.51,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/ee9f0ae7-cfcb-4916-8366-335539ec1cde-retina-large-jpeg",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Santa Fe Chicken Sandwich (Manager's Special),"A half sandwich served with your choice of a cup of soup, fresh fruit or Mac & Cheese. Grilled, 100% antibiotic-free chicken breast, bacon, Swiss, guacamole, tomato, 1000 Island dressing, on toasted multigrain wheat.",$11.69,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/95e47fa8-8992-4413-bf5a-6b707791db87-retina-large.jpg",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Chipotle Chicken & Avocado Panini Regular,"Grilled, 100% antibiotic-free chicken breast, sliced avocado, lemon crema, chipotle aioli, jalapeno pepper jack, pickled red onions on a traditional Mexican-style roll. Served with blue corn chips and salsa.",$12.04,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/8b927a42-d884-4a42-b8ff-9533a10022f2-retina-large.JPG",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Grilled Cheese & Tomato Soup Combo,It's Back! Grilled Muenster and cheddar cheese sandwich on multigrain wheat. Served with a bowl of Tomato Basil soup. ,$9.58,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/c388305d-ac74-4744-bb48-e7a50fcfae92-retina-large.jpg",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Shelley's Deli Chick Regular,"Our family-recipe chicken salad with almonds and pineapple, leafy lettuce, tomato, on a toasted croissant. Served with chips or baked chips (150/100 cal) and a pickle (5 cal).",$10.05,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/76af4353-c588-4dd5-bb06-94a8db6d7ea0-retina-large-jpeg",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Smokey Jack Panini Regular ,"Nitrite-free smoked turkey breast, bacon, jalapeño pepper jack, guacamole, Roma tomatoes, 1000 Island dressing, on sourdough bread. Served with chips or baked chips (100/150 cal) and a pickle (5 cal).",$12.16,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/dd329acc-a755-4b56-8a0e-55fcf9cf43c0-retina-large.jpg",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,MeataBalla Sandwich Regular,"Meatballs, marinara, provolone, toasted on New Orleans French bread. Served with chips or baked chips (150/100 cal) and a pickle (5 cal). ",$12.27,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/00bdc96e-ed47-469e-89a7-31632e51cb52-retina-large.jpg",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Chipotle Chicken & Avocado Panini(Manager Special),"A half sandwich served with your choice of a cup of soup, fresh fruit or Mac & Cheese. Grilled, 100% antibiotic-free chicken breast, sliced avocado, lemon crema, chipotle aioli, jalapeno pepper jack, pickled red onions on a traditional Mexican-style roll. Served with blue corn chips and salsa.",$11.69,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/8b927a42-d884-4a42-b8ff-9533a10022f2-retina-large.JPG",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Chicken Panini (Manager's Special),"A half sandwich served with your choice of a cup of soup, fresh fruit or Mac & Cheese. Grilled, 100% antibiotic-free chicken breast, provolone, pesto aioli, Roma tomatoes, organic spinach, on sourdough bread.",$11.69,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/ee5e2d9e-c848-40ec-9b84-4aad19cd307a-retina-large.jpg",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,The Carmela (Manager's Special),"A half sandwich served with your choice of a cup of soup, fresh fruit or Mac & Cheese. Three meats - salami, pepperoni, nitrite-free ham - with melted provolone, spicy piquillo pepper relish, mayo, on toasted sourdough.",$11.69,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/012d896c-7b1a-4977-a952-8353e5dce4ab-retina-large.jpg",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Amy's Turkey-O (Manager's Special),"A half sandwich served with your choice of a cup of soup, fresh fruit or Mac & Cheese. Roasted turkey breast, sliced avocado, jalapeño pepper jack, red onions, Roma tomatoes, leafy lettuce, stone-ground mustard, on a toasted everything bun.",$12.51,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/f31f1107-cb65-4f64-ab8f-c6f6ec2b4570-retina-large.jpg",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Ranchero Wrap Regular,"Grilled, 100% antibiotic-free chicken breast, cheddar, jalapeños, pico de gallo, Southwest spices, ranch dressing, toasted in an organic wheat wrap. Served with blue corn chips and salsa. ",$11.45,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/d15a1fc3-3ad2-481b-be76-a4dcb69bbb9a-retina-large.jpg",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Shelley's Deli Chick (Manager's Special),"A half sandwich served with your choice of a cup of soup, fresh fruit or Mac & Cheese. Our family-recipe chicken salad with almonds and pineapple, leafy lettuce, tomato, on a toasted croissant.",$11.69,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/76af4353-c588-4dd5-bb06-94a8db6d7ea0-retina-large-jpeg",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Bigger Better BLT (Manager's Special),"A half sandwich served with your choice of a cup of soup, fresh fruit or Mac & Cheese. Bacon, leafy lettuce, Roma tomatoes, fresh-cracked egg,* mayo, avocado slices, toasted multigrain wheat.",$11.69,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/a2d26a9e-cf44-4de9-97ec-07044794ef47-retina-large.jpg",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Italian Cruz Po'boy Regular,"Nitrite-free ham, salami, pepperoncini, Asiago, shredded lettuce, Roma tomatoes, stone-ground mustard, Italian dressing, toasted New Orleans French bread. Served with chips or baked chips (100/150 cal) and a pickle (5 cal).",$8.76,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/64f2b21d-f45f-42a5-b10e-d1b30cef2c87-retina-large.jpg",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Smokey Jack Panini (Manager's Special),"A half sandwich served with your choice of a cup of soup, fresh fruit or Mac & Cheese. Nitrite-free smoked turkey breast, bacon, jalapeño pepper jack, guacamole, Roma tomatoes, 1000 Island dressing, on sourdough bread.",$12.51,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/dd329acc-a755-4b56-8a0e-55fcf9cf43c0-retina-large.jpg",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Avocado Toast            ,"Fresh avocados, feta, on toasted sourdough. Served with your choice of a cup of soup, fresh fruit, or Mac & Cheese. ",$8.18,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/71056232-9706-441c-b5e8-ecdef4db2d8b-retina-large.JPG",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Italian Cruz Po'boy (Manager's Special)     ,"A half sandwich served with your choice of a cup of soup, fresh fruit or Mac & Cheese. Nitrite-free ham, salami, pepperoncini, Asiago, shredded lettuce, Roma tomatoes, stone-ground mustard, Italian dressing, toasted New Orleans French bread.",$11.69,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/64f2b21d-f45f-42a5-b10e-d1b30cef2c87-retina-large.jpg",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
Houston,Turkey Wrap Regular,"Roasted turkey breast, Roma tomatoes, organic field greens, guacamole, ranch dressing, in a toasted organic wheat wrap. Choice of one side: fresh fruit, steamed veggies, baked chips, or blue corn chips with salsa. ",$11.10,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/a8c2b396-90f9-4f79-ae31-12fd0e0b1ff4-retina-large.jpg",SPECIALTY SANDWICHES,4.75340223312378,3601,Jason's Deli,"Salads, Sandwiches, Sandwich, Breakfast, Lunch, Healthy, Vegan, Vegetarian, Pickup, Takeout, Deli"
